customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Customer_Lifetime_Months,Average_Monthly_Spend,Service_Count,Paperless_Billing_Flag,Automatic_Payment_Flag,Short_Tenure_Flag,High_Monthly_Charge_Flag,Customer_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Retention_Recommendation
9763-GRSKD,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,0,13,45.18846153846154,2,1,0,0,0,Established,0.1733912952247439,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package.
7469-LKBCI,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0,16,20.425,1,0,1,0,0,Established,0.01398597415660996,0,LOW,Monitor customer behavior and maintain service engagement.
8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,58,97.95,5,0,1,0,1,Long-Term,0.1780006503795567,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Recommend an online security service.
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1,49,102.78163265306122,6,1,1,0,1,Long-Term,0.459358795776834,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,25,107.442,6,1,0,0,1,Established,0.5817612502717909,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,0,69,114.42246376811592,8,0,1,0,1,Long-Term,0.03449141959936327,0,LOW,Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,0,52,19.672115384615385,1,0,0,0,0,Long-Term,0.035506950686549736,0,LOW,Monitor customer behavior and maintain service engagement.
9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,0,71,103.97535211267606,6,0,1,0,1,Long-Term,0.052819204659001306,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Review fiber service experience and address possible service concerns.
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,1,10,52.835,3,0,1,1,0,New,0.15658549741927216,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Recommend an online security service.
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,21,88.70952380952382,4,1,0,0,1,Established,0.46394658012196666,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,1,39.65,2,1,0,1,0,New,0.8484745155737021,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0,12,16.854166666666668,1,0,1,1,0,New,0.04307398641167978,0,LOW,Provide an early-tenure retention offer or onboarding support.
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,1,20.15,1,0,0,1,0,New,0.39591700942844327,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,0,58,60.43275862068965,4,1,1,0,0,Long-Term,0.034149124833831083,0,LOW,Recommend an online security service.
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,49,60.61836734693878,4,0,1,0,0,Long-Term,0.07397141739239606,0,LOW,Offer a longer-term contract with an incentive.
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,0,30,51.02,3,1,1,0,0,Established,0.12447677588400687,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package.
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,47,101.04574468085106,5,1,0,0,1,Long-Term,0.4872769147178941,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,1,30.2,1,0,0,1,0,New,0.5306092625541523,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,72,88.46458333333334,8,1,1,0,1,Long-Term,0.01648222240537309,0,LOW,Review pricing and offer a suitable plan or discount.
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,1,17,64.3,3,1,0,0,0,Established,0.25127774655836643,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,0,71,95.30915492957746,6,1,1,0,1,Long-Term,0.0201659813534383,0,LOW,Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,2,90.825,4,1,1,1,1,New,0.8004284529496404,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,0,27,69.42407407407407,5,0,0,0,0,Established,0.036626955423440896,0,LOW,Monitor customer behavior and maintain service engagement.
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0,1,20.2,1,0,1,1,0,New,0.33211588571945866,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,0,1,45.25,1,0,1,1,0,New,0.5550865388803672,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,0,72,100.71805555555557,6,0,1,0,1,Long-Term,0.01527598225200638,0,LOW,Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,1,5,63.38,1,1,0,1,0,New,0.617672719688745,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,46,77.13695652173914,2,1,1,0,1,Long-Term,0.2346895185020153,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1,34,104.38970588235294,6,1,0,0,1,Established,0.6423086782672206,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1,11,100.4909090909091,5,1,1,1,1,New,0.8183000802853031,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,0,10,47.57,2,0,0,1,0,New,0.09818917174553297,0,LOW,Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package. Recommend an online security service.
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,0,70,69.605,5,1,1,0,0,Long-Term,0.02668466785556883,0,LOW,Offer technical support or a support package.
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0,17,24.602941176470587,1,0,0,0,0,Established,0.04310931565685547,0,LOW,Monitor customer behavior and maintain service engagement.
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,0,63,77.16587301587302,7,1,1,0,1,Long-Term,0.02139357777745567,0,LOW,Monitor customer behavior and maintain service engagement.
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,0,13,75.49615384615385,6,1,0,0,1,Established,0.18063509462919092,0,LOW,Offer a longer-term contract with an incentive. Consider encouraging automatic payment options.
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,49,79.72857142857143,3,1,0,0,1,Long-Term,0.44492064187362196,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,2,48.5,2,0,0,1,0,New,0.4049928527037194,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1,2,72.075,2,1,0,1,1,New,0.6783611945807094,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0,52,81.11153846153846,6,1,1,0,1,Long-Term,0.03171267787130632,0,LOW,Monitor customer behavior and maintain service engagement.
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,0,69,61.6536231884058,5,1,1,0,0,Long-Term,0.02232865534425558,0,LOW,Monitor customer behavior and maintain service engagement.
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0,43,89.27325581395348,4,1,0,0,1,Long-Term,0.49464022052426904,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1,15,95.09333333333332,5,1,1,0,1,Established,0.4922280673138391,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,0,25,70.10600000000001,5,1,1,0,0,Established,0.13218884098043843,0,LOW,Offer a longer-term contract with an incentive.
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,8,79.1625,3,1,1,1,1,New,0.657764628905971,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,0,60,74.27250000000001,6,1,1,0,1,Long-Term,0.044587775746480846,0,LOW,Monitor customer behavior and maintain service engagement.
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,1,18,97.36388888888888,4,1,0,0,1,Established,0.703785400652784,1,HIGH,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,0,63,100.17777777777778,5,1,1,0,1,Long-Term,0.12970606322938297,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Review fiber service experience and address possible service concerns.
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,0,66,107.21742424242424,7,1,0,0,1,Long-Term,0.21952957729982375,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0,34,26.302941176470583,2,0,1,0,0,Established,0.01987156180416451,0,LOW,Monitor customer behavior and maintain service engagement.
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,0,72,109.07916666666668,6,1,1,0,1,Long-Term,0.059173345347063026,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,47,100.15106382978723,5,1,0,0,1,Long-Term,0.5389868135443796,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,0,60,90.845,4,1,1,0,1,Long-Term,0.27681887993719745,0,LOW,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,0,72,41.138888888888886,3,0,1,0,0,Long-Term,0.021556270638872246,0,LOW,Offer technical support or a support package.
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,0,18,53.172222222222224,3,1,1,0,0,Established,0.08122085618644417,0,LOW,Recommend an online security service.
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1,9,95.25,4,0,0,1,1,New,0.738425632351448,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,0,3,81.36666666666666,5,1,0,1,1,New,0.3627876104472096,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Recommend an online security service.
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,0,47,77.66702127659575,3,1,0,0,1,Long-Term,0.16842553954266135,0,LOW,Offer technical support or a support package. Recommend an online security service. Review fiber service experience and address possible service concerns.
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,0,31,80.55483870967741,6,0,0,0,1,Established,0.04143688378850815,0,LOW,Recommend an online security service.
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,0,50,18.618,1,0,1,0,0,Long-Term,0.016725293548524804,0,LOW,Monitor customer behavior and maintain service engagement.
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,0,10,88.735,3,1,0,1,1,New,0.4666611988330745,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,0,1,49.05,2,0,0,1,0,New,0.2897429952994421,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Recommend an online security service.
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,0,52,20.974038461538463,1,1,0,0,0,Long-Term,0.03653004680463507,0,LOW,Consider encouraging automatic payment options.
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,0,64,110.921875,7,1,1,0,1,Long-Term,0.11424524291858557,0,LOW,Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,62,22.97741935483871,2,1,1,0,0,Long-Term,0.017568884327321933,0,LOW,Monitor customer behavior and maintain service engagement.
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,0,3,59.13333333333333,4,1,1,1,0,New,0.2178756554264921,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,0,56,109.63392857142856,7,0,0,0,1,Long-Term,0.19823990320135332,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Review fiber service experience and address possible service concerns.
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,0,46,58.45326086956521,2,0,1,0,0,Long-Term,0.09616712075355881,0,LOW,Offer technical support or a support package. Recommend an online security service.
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,8,60.28125,3,0,0,1,0,New,0.1324642839653307,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,0,30,70.37666666666668,5,1,0,0,1,Established,0.1968688254794482,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package. Consider encouraging automatic payment options.
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,45,27.035555555555558,2,1,1,0,0,Long-Term,0.03471095840161225,0,LOW,Monitor customer behavior and maintain service engagement.
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,1,1,79.35,2,1,0,1,1,New,0.8854505432996412,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0,11,51.39545454545455,3,0,0,1,0,New,0.29105588160769985,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,1,7,70.98571428571428,2,1,1,1,1,New,0.5596897262976478,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,42,103.03571428571428,6,1,1,0,1,Long-Term,0.4117419197698378,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Recommend an online security service.
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,49,19.864285714285717,1,1,1,0,0,Long-Term,0.01895920690589278,0,LOW,Monitor customer behavior and maintain service engagement.
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,9,102.08333333333331,5,1,1,1,1,New,0.8351277555904388,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,0,35,63.29857142857142,3,1,1,0,0,Established,0.06608999552062383,0,LOW,Offer technical support or a support package.
